complex_name,protein_path,ligand_description,protein_sequence
Polidocanol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Polidocanol.sdf,
Butacaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Butacaine.sdf,
Tacrolimus,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tacrolimus.sdf,
Clevidipine_butyrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Clevidipine_butyrate.sdf,
Urofollitropin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Urofollitropin.sdf,
Cefoselis,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cefoselis.sdf,
ZINC000000001061,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001061.sdf,
Methscopolamine_Bromide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methscopolamine_Bromide.sdf,
Propoxycaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Propoxycaine.sdf,
Iopamidol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Iopamidol.sdf,
FENOFIBRIC_ACID,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/FENOFIBRIC_ACID.sdf,
ZINC000000001043,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001043.sdf,
ZINC000000002437,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002437.sdf,
LCZ696,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/LCZ696.sdf,
Bambuterol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bambuterol.sdf,
Atomoxetine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Atomoxetine.sdf,
Y_25130,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Y_25130.sdf,
Cocaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cocaine.sdf,
Temoporfin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Temoporfin.sdf,
Tiazofurin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tiazofurin.sdf,
ZINC000000004842,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004842.sdf,
Cisapride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cisapride.sdf,
Human_neutral_insulin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Human_neutral_insulin.sdf,
Desflurane,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Desflurane.sdf,
Halofantrine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Halofantrine.sdf,
Drotaverine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Drotaverine.sdf,
Croconazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Croconazole.sdf,
Cephapirin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cephapirin.sdf,
Salicin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Salicin.sdf,
Alprazolam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alprazolam.sdf,
Fluorouracil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fluorouracil.sdf,
ZINC000000003945,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003945.sdf,
Cycloserine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cycloserine.sdf,
Clotiazepam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Clotiazepam.sdf,
ZINC000000008076,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000008076.sdf,
ZINC000000004776,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004776.sdf,
Aclidinium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Aclidinium.sdf,
Entecavir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Entecavir.sdf,
Eflornithine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Eflornithine.sdf,
Tranilast,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tranilast.sdf,
ZINC000000008974,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000008974.sdf,
Rivaroxaban,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rivaroxaban.sdf,
Agrimophol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Agrimophol.sdf,
Bornaprine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bornaprine.sdf,
Minocycline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Minocycline.sdf,
DU_176b,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/DU_176b.sdf,
ZINC000000006223,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006223.sdf,
Polyestradiol_Phosphate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Polyestradiol_Phosphate.sdf,
Methyltestosterone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methyltestosterone.sdf,
Inactive_11_NoActivity,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Inactive_11_NoActivity.sdf,
Colestipol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Colestipol.sdf,
Lutetium_Lu_177_dotatate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lutetium_Lu_177_dotatate.sdf,
Barium_sulfate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Barium_sulfate.sdf,
Carbocisteine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Carbocisteine.sdf,
Alphaprodine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alphaprodine.sdf,
Gemfibrozil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gemfibrozil.sdf,
Alclofenac,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Alclofenac.sdf,
Paliperidone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Paliperidone.sdf,
Tenofovir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tenofovir.sdf,
Sodium_phosphate_P_32,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sodium_phosphate_P_32.sdf,
Cyanocobalamin_Co_60,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cyanocobalamin_Co_60.sdf,
Selexipag,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Selexipag.sdf,
Buprenorphine___naloxone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Buprenorphine___naloxone.sdf,
Ganciclovir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ganciclovir.sdf,
Tolvaptan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tolvaptan.sdf,
Methotrexate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methotrexate.sdf,
Thiamine_Hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Thiamine_Hydrochloride.sdf,
Ceftizoxime,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ceftizoxime.sdf,
ZINC000000005469,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005469.sdf,
Cinoxacin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cinoxacin.sdf,
CHLOROXINE,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/CHLOROXINE.sdf,
Methylergonovine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Methylergonovine.sdf,
Sodium_salicylate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sodium_salicylate.sdf,
Morniflumate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Morniflumate.sdf,
ZINC000000002127,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002127.sdf,
Pentobarbital,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pentobarbital.sdf,
Sulphadoxine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulphadoxine.sdf,
Cupric_Sulfate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cupric_Sulfate.sdf,
Bisoprolol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bisoprolol.sdf,
Ulipristal,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ulipristal.sdf,
Phenelzine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phenelzine.sdf,
Gadofosveset,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gadofosveset.sdf,
Gamma_Hydroxybutyric_Acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gamma_Hydroxybutyric_Acid.sdf,
Dasotraline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dasotraline.sdf,
ZINC000000005232,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005232.sdf,
Clonidine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Clonidine.sdf,
ZINC000000003575,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003575.sdf,
Miglitol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Miglitol.sdf,
Buclizine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Buclizine.sdf,
Niclosamide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Niclosamide.sdf,
Ethchlorvynol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ethchlorvynol.sdf,
Micronomicin_sulfate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Micronomicin_sulfate.sdf,
Pyrimethamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pyrimethamine.sdf,
Fenhexamid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fenhexamid.sdf,
ZINC000000006274,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006274.sdf,
Estradiol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Estradiol.sdf,
Tacrine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tacrine.sdf,
Domperidone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Domperidone.sdf,
ZINC000000007523,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000007523.sdf,
Estrone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Estrone.sdf,
Guar_gum,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Guar_gum.sdf,
Dromostanolone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dromostanolone.sdf,
ARN_509,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ARN_509.sdf,
ZINC000000007223,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000007223.sdf,
Tretinoin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tretinoin.sdf,
Lidocaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lidocaine.sdf,
Sulprostone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulprostone.sdf,
ZINC000000005795,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005795.sdf,
ZINC000000004674,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004674.sdf,
ZINC000000000499,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000499.sdf,
Raltitrexed,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Raltitrexed.sdf,
ZINC000000007341,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000007341.sdf,
Phenindamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phenindamine.sdf,
Candicidin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Candicidin.sdf,
Mepartricin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mepartricin.sdf,
Salbutamol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Salbutamol.sdf,
Deutetrabenazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Deutetrabenazine.sdf,
Berotralstat,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Berotralstat.sdf,
Vasicine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vasicine.sdf,
Tasosartan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tasosartan.sdf,
Anisindione,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Anisindione.sdf,
Gallamine_Triethiodide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Gallamine_Triethiodide.sdf,
TP_434,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/TP_434.sdf,
Nitrazepam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nitrazepam.sdf,
Flomoxef_sodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Flomoxef_sodium.sdf,
Cinnarizine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cinnarizine.sdf,
Tapinarof,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tapinarof.sdf,
Iocetamic_acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Iocetamic_acid.sdf,
ZINC000000006138,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006138.sdf,
Sodium_sulfide_sulfur,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sodium_sulfide_sulfur.sdf,
Ciprofloxacin_XR,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ciprofloxacin_XR.sdf,
Deslorelin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Deslorelin.sdf,
Oteseconazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oteseconazole.sdf,
Sotagliflozin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sotagliflozin.sdf,
Tindamax,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tindamax.sdf,
Aprobarbital,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Aprobarbital.sdf,
SARALASIN,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/SARALASIN.sdf,
Ibandronate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ibandronate.sdf,
Ponatinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ponatinib.sdf,
Sulfapyridine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulfapyridine.sdf,
Fospropofol_disodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fospropofol_disodium.sdf,
Colestilan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Colestilan.sdf,
Artemether,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Artemether.sdf,
Ropivacaine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ropivacaine.sdf,
Emedastine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Emedastine.sdf,
Ceforanide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ceforanide.sdf,
Fenoldopam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Fenoldopam.sdf,
Lapatinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lapatinib.sdf,
Elacestrant,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Elacestrant.sdf,
ZINC000000002162,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000002162.sdf,
Belzutifan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Belzutifan.sdf,
Cyclobenzaprine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cyclobenzaprine.sdf,
Pentaerythritol_tetranitrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pentaerythritol_tetranitrate.sdf,
Canagliflozin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Canagliflozin.sdf,
ZINC000000000214,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000000214.sdf,
Lasofoxifene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lasofoxifene.sdf,
Hetacillin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hetacillin.sdf,
Lithium_Citrate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lithium_Citrate.sdf,
Dipyridamole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dipyridamole.sdf,
ZINC000000004150,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004150.sdf,
Ivacaftor,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ivacaftor.sdf,
Chloramphenicol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chloramphenicol.sdf,
LIDOFLAZINE,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/LIDOFLAZINE.sdf,
Metergolin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Metergolin.sdf,
Bexarotene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bexarotene.sdf,
ZINC000000003267,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003267.sdf,
Oliceridine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oliceridine.sdf,
Butizide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Butizide.sdf,
Melitracen,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Melitracen.sdf,
Progabide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Progabide.sdf,
Sumatriptan,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sumatriptan.sdf,
ZOTEPINE,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZOTEPINE.sdf,
Daclatasvir,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Daclatasvir.sdf,
Mupirocin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mupirocin.sdf,
ZINC000000004075,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000004075.sdf,
Oxatomide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oxatomide.sdf,
Codeine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Codeine.sdf,
Mitomycin_A,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mitomycin_A.sdf,
Baricitinib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Baricitinib.sdf,
Siponimod,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Siponimod.sdf,
Chymopapain,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chymopapain.sdf,
Stavudine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Stavudine.sdf,
ZINC000000003833,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003833.sdf,
Pregabalin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pregabalin.sdf,
Ibrexafungerp,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ibrexafungerp.sdf,
Lisuride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lisuride.sdf,
Sulfamylon,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sulfamylon.sdf,
Cysteamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cysteamine.sdf,
Clobazam___Lundbeck,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Clobazam___Lundbeck.sdf,
ZINC000000007871,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000007871.sdf,
Torasemide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Torasemide.sdf,
Prednicarbate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Prednicarbate.sdf,
ZINC000000006846,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006846.sdf,
Cortisone_Acetate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cortisone_Acetate.sdf,
Bentazepam,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Bentazepam.sdf,
Pantothenic_acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pantothenic_acid.sdf,
Doxercalciferol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Doxercalciferol.sdf,
Zolpidem,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Zolpidem.sdf,
Cisatracurium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Cisatracurium.sdf,
ZINC000000005879,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000005879.sdf,
Quercetin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Quercetin.sdf,
Mizoribine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mizoribine.sdf,
ZINC000000003605,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000003605.sdf,
Nadifloxacin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nadifloxacin.sdf,
Vincamine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vincamine.sdf,
ZINC000000001574,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001574.sdf,
Risperidone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Risperidone.sdf,
Astromycin_sulfate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Astromycin_sulfate.sdf,
Tetrahydrozoline,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tetrahydrozoline.sdf,
Deferiprone,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Deferiprone.sdf,
ZINC000000001324,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000001324.sdf,
Meglumine_antimoniate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Meglumine_antimoniate.sdf,
Enzalutamide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Enzalutamide.sdf,
Rifamycin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rifamycin.sdf,
Nafcillin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Nafcillin.sdf,
Adenosine_monophosphate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Adenosine_monophosphate.sdf,
Dimethindene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dimethindene.sdf,
Thymol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Thymol.sdf,
Lindane,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lindane.sdf,
Hexachlorophene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hexachlorophene.sdf,
Hesperetin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hesperetin.sdf,
Chlorproguanil,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Chlorproguanil.sdf,
Elvitegravir_cobicistat_emtricitabine_tenofovir_disoproxil_fumarate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Elvitegravir_cobicistat_emtricitabine_tenofovir_disoproxil_fumarate.sdf,
LEURUBICIN,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/LEURUBICIN.sdf,
Sanguinarine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sanguinarine.sdf,
Khellin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Khellin.sdf,
Plaunotol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Plaunotol.sdf,
Ziconotide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ziconotide.sdf,
Eberconazole,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Eberconazole.sdf,
Taxol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Taxol.sdf,
Suvorexant,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Suvorexant.sdf,
Vigabatrin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Vigabatrin.sdf,
Oxyphencyclimine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Oxyphencyclimine.sdf,
Tetrabenazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tetrabenazine.sdf,
Capivasertib,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Capivasertib.sdf,
Clomipramine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Clomipramine.sdf,
Lactitol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Lactitol.sdf,
Phenmetrazine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Phenmetrazine.sdf,
Mangafodipir_Trisodium,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Mangafodipir_Trisodium.sdf,
Incruse_Ellipta,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Incruse_Ellipta.sdf,
Minaprine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Minaprine.sdf,
Rosaprostol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rosaprostol.sdf,
obeticholic_acid,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/obeticholic_acid.sdf,
Sennoside_a,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sennoside_a.sdf,
Azosemide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Azosemide.sdf,
Sevelamer_hydrochloride,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Sevelamer_hydrochloride.sdf,
Hydrastine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Hydrastine.sdf,
Rimiterol,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Rimiterol.sdf,
Pamidronate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Pamidronate.sdf,
Dibenzepin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dibenzepin.sdf,
Acetylcholine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Acetylcholine.sdf,
Ceruletide,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ceruletide.sdf,
Tetrodotoxin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tetrodotoxin.sdf,
Tafluprost,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Tafluprost.sdf,
Valrubicin,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Valrubicin.sdf,
ZINC000000006310,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/ZINC000000006310.sdf,
Ospemifene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Ospemifene.sdf,
Dextropropoxyphene,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Dextropropoxyphene.sdf,
Uridine,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Uridine.sdf,
Estradiol_Valerate,receptor_ready_5tbm.pdb,ligand_sdf_files_benchmarking/Estradiol_Valerate.sdf,
